[Arguments] => mode: train, epoches: 10, batch: 8, load: None, save: first
Train[09/10]: 410/512, [========================================>         ],  80.08%, loss=0.2473, total=92.6054
Train[09/10]: 411/512, [========================================>         ],  80.27%, loss=0.1977, total=92.8031
Train[09/10]: 412/512, [========================================>         ],  80.47%, loss=0.2131, total=93.0162
Train[09/10]: 413/512, [========================================>         ],  80.66%, loss=0.1705, total=93.1867
Train[09/10]: 414/512, [========================================>         ],  80.86%, loss=0.2335, total=93.4202
Train[09/10]: 415/512, [========================================>         ],  81.05%, loss=0.2298, total=93.6500
Train[09/10]: 416/512, [========================================>         ],  81.25%, loss=0.2206, total=93.8706
Train[09/10]: 417/512, [========================================>         ],  81.45%, loss=0.1804, total=94.0510
Train[09/10]: 418/512, [========================================>         ],  81.64%, loss=0.1771, total=94.2281
Train[09/10]: 419/512, [========================================>         ],  81.84%, loss=0.2502, total=94.4784
Train[09/10]: 420/512, [=========================================>        ],  82.03%, loss=0.2471, total=94.7255
Train[09/10]: 421/512, [=========================================>        ],  82.23%, loss=0.2259, total=94.9514
Train[09/10]: 422/512, [=========================================>        ],  82.42%, loss=0.2677, total=95.2191
Train[09/10]: 423/512, [=========================================>        ],  82.62%, loss=0.2102, total=95.4293
Train[09/10]: 424/512, [=========================================>        ],  82.81%, loss=0.2026, total=95.6319
Train[09/10]: 425/512, [=========================================>        ],  83.01%, loss=0.2348, total=95.8667
Train[09/10]: 426/512, [=========================================>        ],  83.20%, loss=0.1978, total=96.0645
Train[09/10]: 427/512, [=========================================>        ],  83.40%, loss=0.1939, total=96.2584
Train[09/10]: 428/512, [=========================================>        ],  83.59%, loss=0.2489, total=96.5073
Train[09/10]: 429/512, [=========================================>        ],  83.79%, loss=0.2340, total=96.7413
Train[09/10]: 430/512, [=========================================>        ],  83.98%, loss=0.2346, total=96.9759
Train[09/10]: 431/512, [==========================================>       ],  84.18%, loss=0.2519, total=97.2278
Train[09/10]: 432/512, [==========================================>       ],  84.38%, loss=0.2794, total=97.5072
Train[09/10]: 433/512, [==========================================>       ],  84.57%, loss=0.1716, total=97.6788
Train[09/10]: 434/512, [==========================================>       ],  84.77%, loss=0.2651, total=97.9439
Train[09/10]: 435/512, [==========================================>       ],  84.96%, loss=0.2081, total=98.1520
Train[09/10]: 436/512, [==========================================>       ],  85.16%, loss=0.2020, total=98.3540
Train[09/10]: 437/512, [==========================================>       ],  85.35%, loss=0.2490, total=98.6030
Train[09/10]: 438/512, [==========================================>       ],  85.55%, loss=0.2226, total=98.8256
Train[09/10]: 439/512, [==========================================>       ],  85.74%, loss=0.2105, total=99.0361
Train[09/10]: 440/512, [==========================================>       ],  85.94%, loss=0.1937, total=99.2298
Train[09/10]: 441/512, [===========================================>      ],  86.13%, loss=0.2131, total=99.4429
Train[09/10]: 442/512, [===========================================>      ],  86.33%, loss=0.1892, total=99.6321
Train[09/10]: 443/512, [===========================================>      ],  86.52%, loss=0.1976, total=99.8297
Train[09/10]: 444/512, [===========================================>      ],  86.72%, loss=0.2355, total=100.0652
Train[09/10]: 445/512, [===========================================>      ],  86.91%, loss=0.2036, total=100.2688
Train[09/10]: 446/512, [===========================================>      ],  87.11%, loss=0.1755, total=100.4443
Train[09/10]: 447/512, [===========================================>      ],  87.30%, loss=0.2412, total=100.6855
Train[09/10]: 448/512, [===========================================>      ],  87.50%, loss=0.2278, total=100.9133
Train[09/10]: 449/512, [===========================================>      ],  87.70%, loss=0.1866, total=101.0998
Train[09/10]: 450/512, [===========================================>      ],  87.89%, loss=0.2293, total=101.3291
Train[09/10]: 451/512, [============================================>     ],  88.09%, loss=0.2380, total=101.5671
Train[09/10]: 452/512, [============================================>     ],  88.28%, loss=0.2682, total=101.8353
Train[09/10]: 453/512, [============================================>     ],  88.48%, loss=0.1910, total=102.0263
Train[09/10]: 454/512, [============================================>     ],  88.67%, loss=0.2232, total=102.2495
Train[09/10]: 455/512, [============================================>     ],  88.87%, loss=0.2397, total=102.4893
Train[09/10]: 456/512, [============================================>     ],  89.06%, loss=0.2273, total=102.7166
Train[09/10]: 457/512, [============================================>     ],  89.26%, loss=0.2142, total=102.9308
Train[09/10]: 458/512, [============================================>     ],  89.45%, loss=0.2076, total=103.1384
Train[09/10]: 459/512, [============================================>     ],  89.65%, loss=0.2293, total=103.3676
Train[09/10]: 460/512, [============================================>     ],  89.84%, loss=0.2391, total=103.6067
Train[09/10]: 461/512, [=============================================>    ],  90.04%, loss=0.2150, total=103.8217
Train[09/10]: 462/512, [=============================================>    ],  90.23%, loss=0.2301, total=104.0518
Train[09/10]: 463/512, [=============================================>    ],  90.43%, loss=0.2352, total=104.2870
Train[09/10]: 464/512, [=============================================>    ],  90.62%, loss=0.1571, total=104.4441
Train[09/10]: 465/512, [=============================================>    ],  90.82%, loss=0.2225, total=104.6666
Train[09/10]: 466/512, [=============================================>    ],  91.02%, loss=0.2155, total=104.8821
Train[09/10]: 467/512, [=============================================>    ],  91.21%, loss=0.1934, total=105.0755
Train[09/10]: 468/512, [=============================================>    ],  91.41%, loss=0.2050, total=105.2805
Train[09/10]: 469/512, [=============================================>    ],  91.60%, loss=0.2244, total=105.5049
Train[09/10]: 470/512, [=============================================>    ],  91.80%, loss=0.1964, total=105.7012
Train[09/10]: 471/512, [=============================================>    ],  91.99%, loss=0.2022, total=105.9034
Train[09/10]: 472/512, [==============================================>   ],  92.19%, loss=0.2766, total=106.1801
Train[09/10]: 473/512, [==============================================>   ],  92.38%, loss=0.2592, total=106.4393
Train[09/10]: 474/512, [==============================================>   ],  92.58%, loss=0.2043, total=106.6436
Train[09/10]: 475/512, [==============================================>   ],  92.77%, loss=0.2252, total=106.8687
Train[09/10]: 476/512, [==============================================>   ],  92.97%, loss=0.2400, total=107.1087
Train[09/10]: 477/512, [==============================================>   ],  93.16%, loss=0.2206, total=107.3293
Train[09/10]: 478/512, [==============================================>   ],  93.36%, loss=0.2061, total=107.5354
Train[09/10]: 479/512, [==============================================>   ],  93.55%, loss=0.1997, total=107.7352
