[Arguments] => mode: train, epoches: 20, batch: 8, load: first, save: second
Train[02/20]: 215/512, [====================>                             ],  41.99%, loss=0.1620, total=41.6109
Train[02/20]: 216/512, [=====================>                            ],  42.19%, loss=0.1768, total=41.7876
Train[02/20]: 217/512, [=====================>                            ],  42.38%, loss=0.1711, total=41.9587
Train[02/20]: 218/512, [=====================>                            ],  42.58%, loss=0.2169, total=42.1756
Train[02/20]: 219/512, [=====================>                            ],  42.77%, loss=0.1862, total=42.3618
Train[02/20]: 220/512, [=====================>                            ],  42.97%, loss=0.2278, total=42.5897
Train[02/20]: 221/512, [=====================>                            ],  43.16%, loss=0.1893, total=42.7790
Train[02/20]: 222/512, [=====================>                            ],  43.36%, loss=0.1814, total=42.9603
Train[02/20]: 223/512, [=====================>                            ],  43.55%, loss=0.1871, total=43.1474
Train[02/20]: 224/512, [=====================>                            ],  43.75%, loss=0.1879, total=43.3353
Train[02/20]: 225/512, [=====================>                            ],  43.95%, loss=0.2272, total=43.5625
Train[02/20]: 226/512, [======================>                           ],  44.14%, loss=0.2044, total=43.7668
Train[02/20]: 227/512, [======================>                           ],  44.34%, loss=0.1706, total=43.9375
Train[02/20]: 228/512, [======================>                           ],  44.53%, loss=0.1708, total=44.1083
Train[02/20]: 229/512, [======================>                           ],  44.73%, loss=0.2228, total=44.3310
Train[02/20]: 230/512, [======================>                           ],  44.92%, loss=0.1917, total=44.5227
Train[02/20]: 231/512, [======================>                           ],  45.12%, loss=0.1793, total=44.7020
Train[02/20]: 232/512, [======================>                           ],  45.31%, loss=0.2154, total=44.9174
Train[02/20]: 233/512, [======================>                           ],  45.51%, loss=0.1558, total=45.0732
Train[02/20]: 234/512, [======================>                           ],  45.70%, loss=0.2050, total=45.2782
Train[02/20]: 235/512, [======================>                           ],  45.90%, loss=0.1836, total=45.4617
Train[02/20]: 236/512, [=======================>                          ],  46.09%, loss=0.2306, total=45.6923
Train[02/20]: 237/512, [=======================>                          ],  46.29%, loss=0.1711, total=45.8634
Train[02/20]: 238/512, [=======================>                          ],  46.48%, loss=0.1948, total=46.0583
Train[02/20]: 239/512, [=======================>                          ],  46.68%, loss=0.1968, total=46.2550
Train[02/20]: 240/512, [=======================>                          ],  46.88%, loss=0.1768, total=46.4318
Train[02/20]: 241/512, [=======================>                          ],  47.07%, loss=0.1664, total=46.5982
Train[02/20]: 242/512, [=======================>                          ],  47.27%, loss=0.1859, total=46.7842
Train[02/20]: 243/512, [=======================>                          ],  47.46%, loss=0.1986, total=46.9828
Train[02/20]: 244/512, [=======================>                          ],  47.66%, loss=0.1952, total=47.1780
Train[02/20]: 245/512, [=======================>                          ],  47.85%, loss=0.2006, total=47.3786
Train[02/20]: 246/512, [========================>                         ],  48.05%, loss=0.1961, total=47.5747
Train[02/20]: 247/512, [========================>                         ],  48.24%, loss=0.2158, total=47.7905
Train[02/20]: 248/512, [========================>                         ],  48.44%, loss=0.1715, total=47.9621
Train[02/20]: 249/512, [========================>                         ],  48.63%, loss=0.1958, total=48.1578
Train[02/20]: 250/512, [========================>                         ],  48.83%, loss=0.1871, total=48.3449
Train[02/20]: 251/512, [========================>                         ],  49.02%, loss=0.1788, total=48.5237
Train[02/20]: 252/512, [========================>                         ],  49.22%, loss=0.1709, total=48.6946
Train[02/20]: 253/512, [========================>                         ],  49.41%, loss=0.1843, total=48.8790
Train[02/20]: 254/512, [========================>                         ],  49.61%, loss=0.2108, total=49.0898
Train[02/20]: 255/512, [========================>                         ],  49.80%, loss=0.1725, total=49.2623
Train[02/20]: 256/512, [=========================                         ],  50.00%, loss=0.1831, total=49.4454
Train[02/20]: 257/512, [=========================>                        ],  50.20%, loss=0.1699, total=49.6153
Train[02/20]: 258/512, [=========================>                        ],  50.39%, loss=0.1891, total=49.8044
Train[02/20]: 259/512, [=========================>                        ],  50.59%, loss=0.1913, total=49.9957
Train[02/20]: 260/512, [=========================>                        ],  50.78%, loss=0.1859, total=50.1816
Train[02/20]: 261/512, [=========================>                        ],  50.98%, loss=0.2054, total=50.3870
Train[02/20]: 262/512, [=========================>                        ],  51.17%, loss=0.1858, total=50.5728
Train[02/20]: 263/512, [=========================>                        ],  51.37%, loss=0.1812, total=50.7540
Train[02/20]: 264/512, [=========================>                        ],  51.56%, loss=0.1874, total=50.9414
Train[02/20]: 265/512, [=========================>                        ],  51.76%, loss=0.2337, total=51.1751
Train[02/20]: 266/512, [=========================>                        ],  51.95%, loss=0.1889, total=51.3640
Train[02/20]: 267/512, [==========================>                       ],  52.15%, loss=0.1845, total=51.5486
Train[02/20]: 268/512, [==========================>                       ],  52.34%, loss=0.1980, total=51.7466
Train[02/20]: 269/512, [==========================>                       ],  52.54%, loss=0.1538, total=51.9004
Train[02/20]: 270/512, [==========================>                       ],  52.73%, loss=0.1803, total=52.0807
Train[02/20]: 271/512, [==========================>                       ],  52.93%, loss=0.1935, total=52.2742
Train[02/20]: 272/512, [==========================>                       ],  53.12%, loss=0.2208, total=52.4951
Train[02/20]: 273/512, [==========================>                       ],  53.32%, loss=0.1986, total=52.6937
Train[02/20]: 274/512, [==========================>                       ],  53.52%, loss=0.2131, total=52.9068
Train[02/20]: 275/512, [==========================>                       ],  53.71%, loss=0.2276, total=53.1344
Train[02/20]: 276/512, [==========================>                       ],  53.91%, loss=0.2049, total=53.3393
Train[02/20]: 277/512, [===========================>                      ],  54.10%, loss=0.2022, total=53.5414
Train[02/20]: 278/512, [===========================>                      ],  54.30%, loss=0.1765, total=53.7179
Train[02/20]: 279/512, [===========================>                      ],  54.49%, loss=0.2014, total=53.9193
Train[02/20]: 280/512, [===========================>                      ],  54.69%, loss=0.1921, total=54.1114
Train[02/20]: 281/512, [===========================>                      ],  54.88%, loss=0.1753, total=54.2867
Train[02/20]: 282/512, [===========================>                      ],  55.08%, loss=0.1917, total=54.4784
Train[02/20]: 283/512, [===========================>                      ],  55.27%, loss=0.1942, total=54.6726
Train[02/20]: 284/512, [===========================>                      ],  55.47%, loss=0.1848, total=54.8575
Train[02/20]: 285/512, [===========================>                      ],  55.66%, loss=0.1790, total=55.0365
Train[02/20]: 286/512, [===========================>                      ],  55.86%, loss=0.2191, total=55.2556
Train[02/20]: 287/512, [============================>                     ],  56.05%, loss=0.1806, total=55.4362
Train[02/20]: 288/512, [============================>                     ],  56.25%, loss=0.2074, total=55.6435
Train[02/20]: 289/512, [============================>                     ],  56.45%, loss=0.2142, total=55.8577
